80;Toda la población;Fecha de toma de prueba tamizaje para sífilis;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registrar la fecha del tamizaje para sífilis, según la técnica definida en la normatividad vigente, a todas las gestantes y de forma opcional a la población general.

La opción 1800-01-01 se usa cuando se sabe de la realización del examen, pero no se tiene exactitud de la fecha.

La opción 1845-01-01 se usa en población no sujeto del tamizaje.";Gerenar error cuando variable 80 > Fecha de corte;Error144;Fecha de toma de la prueba de tamizaje para sífilis es mayor a la fecha de corte;Variable 80, Fecha de corte;
;;;1;N;;;Generar error si la fecha registrada en la variable 80 < la fecha registrada en la variable 9 (excepto comodines);Error194;Fecha de toma de la prueba de tamizaje para sífilis es menor a la fecha de nacimiento;Variables 9, 80;
;;;;;;;Validar contenido de fecha en la variable 80;Error430;contenido en el campo prueba de tamizaje para sífilis  no válido;Variable 80;
;;;1;N;;;Validar comodines;Error404;Comodín inválido - Fecha de toma de la prueba de tamizaje para sífilis;Variable 80;
81;Toda la población;Resultado de prueba tamizaje para sífilis;2;N;"0 -No aplica
4 -Positivo
5 -Negativo
21-Riesgo no evaluado";"Registrar el resultado del tamizaje para sífilis, según la técnica definida en la normatividad vigente, a todas las gestantes y de forma opcional a la población general.

La opción 0 se usa en población general sin riesgo identificado.

La opción 21 se usa cuando:
-Reporta población sujeto de la actividad, pero no se se tiene información con respecto a la identificación del riesgo.
-Cuando se sabe el resultado del tamizaje, pero se desconoce la fecha.";Generar error si la variable 80 > 1900-01-01 Y la variable 81 = 0 ó 21;Error344;Si registra Fecha de toma de la prueba de tamizaje para sífilis, debe registrar resultado de prueba;Variables 80, 81;
;;;;;;;Generar error si la variable 80 = (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01) Y la variable 81 <> 21;Error602;Si registra un comodín que indica no realización o sin dato en Fecha de prueba de tamizaje para sífilis, registre 21 en el resultado;Variables 80, 81;
;;;;;;;Generar error si la variable 81 = 0 Y la variable 80 <> 1845-01-01;Error603;Si Resultado de prueba de tamizaje para sífilis no aplica, el registro de Fecha de prueba de tamizaje para sífilis tampoco aplica;Variables 80, 81;
;;;;;;;Generar error si la variable 81 registra valor <> 0, 4, 5 ó 21;Error604;Error en valores permitidos - Resultado de prueba de tamizaje para sífilis;Variable 81;
82;Toda la población;Fecha de toma de prueba para VIH;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registrar la fecha del tamizaje para VIH, según la técnica definida en la normatividad vigente, a todas las gestantes y de forma opcional a la población general.

La opción 1800-01-01 se usa cuando se sabe de la realización del examen, pero no se tiene exactitud de la fecha.

La opción 1845-01-01 se usa en población no sujeto del tamizaje.";Gerenar error cuando variable 82 > Fecha de corte;Error145;Fecha de toma de prueba para VIH es mayor a la fecha de corte;Variable 82, Fecha de corte;
;;;1;N;;;Generar error si la fecha registrada en la variable 82 < la fecha registrada en la variable 9 (excepto comodines);Error195;Fecha de toma de prueba para VIH es menor a la fecha de nacimiento;Variables 9, 82;
;;;;;;;Validar contenido de fecha en la variable 82;Error431;contenido en el campo Fecha prueba VIH  no válido;Variable 82;
;;;1;N;;;Validar comodines;Error405;Comodín inválido - Fecha de toma de prueba para VIH;Variable 82;
83;Toda la población;Resultado de prueba para VIH;2;N;"0 -No aplica
4 -Reactivo
5 -No reactivo
21-Riesgo no evaluado";"Registrar el resultado del tamizaje para VIH, según la técnica definida en la normatividad vigente, a todas las gestantes y de forma opcional a la población general.

La opción 0 se usa en población general sin riesgo identificado.

La opción 21 se usa cuando:
-Reporta población sujeto de la actividad, pero no se se tiene información con respecto a la identificación del riesgo.
-Cuando se sabe el resultado del tamizaje, pero se desconoce la fecha.";Generar error si la variable 82 > 1900-01-01 Y la variable 83 = 0 ó 21;Error346;Si registra fecha de toma de prueba para VIH, debe registrar resultado para prueba de VIH;Variables 82, 83;
;;;;;;;Generar error si la variable 82 = (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01) Y la variable 83 <> 21;Error605;Si registra alguno de los comodines que indican no realización en Fecha de prueba para VIH, registre riesgo no evaluado en el resultado;Variables 82, 83;
;;;;;;;Generar error si la variable 82 = 1845-01-01 Y la variable 83  <> 0;Error606;Si fecha de la prueba para VIH no aplica, el registro de resultado de la prueba para VIH tampoco aplica;Variables 82, 83;
;;;;;;;Generar error si la variable 83 registra valor <> 0, 4, 5, 21;Error607;Error en valores permitidos - Resultado de la prueba para VIH;Variable 83;
84;Recién nacido;Fecha de TSH neonatal;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"La opción 1800-01-01 se usa cuando no se tiene información con respecto a la realización del tamizaje o cuando se sabe que se realizó, pero se desconoce la fecha.

La opción 1845-01-01  se usa en población no sujeto del tamizaje."; Generar error si la variable 85 = 0 Y la variable 84 <> 1845-01-01;Error350;Si registra fecha de toma de TSH Neonatal, debe registrar resultado de TSH Neonatal;Variables 84, 85;
;;;1;N;;;Gerenar error cuando variable 84 > Fecha de corte;Error146;Fecha de TSH neonatal es mayor a la fecha de corte;Variable 84, Fecha de corte;
;;;1;N;;;La fecha registrada en la variable 84 debe ser >= la fecha registrada en la variable 9 (excepto comodines);Error196;Fecha de TSH neonatal es menor a la fecha de nacimiento;Variables 9, 84;
;;;;;;;Validar contenido de fecha en la variable 84;Error432;contenido en el campo FechaTSHneonatal no válido;Variable 84;
;;;1;N;;;Validar comodines;Error406;Comodín inválido - Fecha de TSH neonatal;Variable 84;
85;Recién nacido;Resultado de TSH neonatal;2;N;"0 -No aplica
4 -Alterado
5 -Normal
21-Riesgo no evaluado";"La opción 0 se usa cuando la persona reportada NO es recién nacido

La opción 21 se usa cuando es un recién nacido al que no se le ha realizado el tamizaje ó cuando se sabe el resultado del examen, pero se desconoce la fecha en que se realizó.";Generar error si la variable 85 registra valor <> 0, 4, 5 ó 21;Error608;Error en valores permitidos - Resultado de TSH neonatal;Variable 84;
;;;;;;;Generar warning cuando la variable 84 > 1900-01-01 Y la edad calculada > 7 días Y la variable 85 = 4 ó 5.;Warning068;Verifique la actividad -Resultado de TSH- realizada en población con edad mayor a 7 días;Variable 84, 85, Edad calculada;
;;;;;;;Generar error si la variable 85 = 21 Y la variable 84 <> (1800-01-01 ó 1805-01-01 ó 1810-01-01 ó 1825-01-01 ó 1830-01-01 ó 1835-01-01) ;Error609;Si Resultado de TSH neonatal es riesgo no evaluado, debe registrar un comodín que indique no realización o sin dato en la fecha del tamizaje ;Variables 84, 85;
86;Ca cervix;Tamizaje del cáncer de cuello uterino ;2;N;"0 -No aplica
1 -Citología cérvico uterina 
2 -Prueba ADN – VPH
3 -Técnica de inspección visual
4 -Prueba ADN-VPH y citología cérvico uterina
16-No se realiza por una tradición
17-No se realiza por una condición de salud 
18-No se realiza por negación de la usuaria 
19-No se realiza por tener datos de contacto de la usuaria no actualizados
20-No se realiza por otras razones
21-Riesgo no evaluado";"La opción 0 se usa en población no sujeto de la actividad: sexo masculino y mujeres menores de 10 años.

La opción 21 se usa en población sujeto cuando:
-No está reportando la actividad.
-No se tiene información a cerca de la realización del tamizaje o cuando se sabe de la realización, pero se desconoce la fecha en que se realizó.

La opción 4 se usa cuando se reportan mujeres mayores de 30 años a las cuales realizó ADN-VPH con resultado positivo y posteriormente se realizó citología cérvico uterina. ";Generar error si la variable 86 <> 0 Y (la variable 10 <> F ó la edad calculada < 10 años);Error069;Si registra Tamizaje Cáncer de Cuello Uterino, la edad debe ser mayor o igual a 10 años y el sexo F;Variables 10, 86, Edad calculada;
;;;;;;;Generar error si la variable 86  = (1, 2, 3 ó 4) Y la variable 87 <= 1900-01-01;Error610;Si registra Tamizaje cáncer de cuello uterino, debe registrar Fecha tamizaje cáncer de cuello uterino;Variables 86, 87;
;;;;;;;Generar error si la variable 86  = (1 ó 4) Y la variable 88 <> (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17 ó 18);Error611;"Si reportó la opción de respuesta ""1"" o ""4"" en Tamizaje Cáncer de Cuello Uterino, reporte una opción entre 1 a 18 en el Resultado de tamizaje de CaCu";Variables 86, 88;
;;;;;;;Generar error si la variable 86  = 2 ó 3 Y la variable 88 <> 19 ó 20;Error612;"Si reportó la opción de respuesta ""2"" o ""3"" en Tamizaje Cáncer de Cuello Uterino, reporte la opción ""19"" o ""20"" en el Resultado tamizaje de CaCu";Variables 86, 88;
;;;;;;;Generar error si la variable 86 = 0  Y (la variable 87 <> 1845-01-01 ó la variable 88 <> 0);Error613;Si Tamizaje cáncer de cuello uterino no aplica, el registro de Fecha y resultado de tamizaje de cáncer de cuello tampoco aplica;Variables 86, 87, 88;
;;;;;;;Generar error si la variable 86 = 21 Y (la variable 87 <> (1800-01-01 ó 1805-01-01 ó 1810-01-01 ó 1825-01-01 ó 1830-01-01 ó 1835-01-01) ó la variable 88 <> 21);Error614;Si Registró 21 en Tamizaje cáncer de cuello uterino, debe registrar comodín de no realización o sin dato en Fecha del tamizaje y  21 en el resultado;Variables 86, 87, 88;
87;Ca cervix;Fecha de tamizaje cáncer de cuello uterino;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"La opción 1800-01-01 se usa en población sujeto cuando:
-No está reportando la actividad.
-No se tiene información a cerca de la realización del tamizaje o cuando se sabe de la realización, pero se desconoce la fecha en que se realizó.

La opción 1845-01-01 se usa en poblción no sujeto de la actividad: sexo masculino y mujeres menores de 10 años.";Generar error si la variable 87 > 1900-01-01 Y la variable 88 registra un valor  < 1 ó  >20;Error352;Si registra Fecha de tamizaje cáncer de cuello uterino, debe registrar Resultado tamizaje de cáncer de cuello uterino;Variables 87, 88;
;;;1;N;;;Validar que si la variable 87 <> 1845-01-01, la variable 10 debe registrar F;Error071;Si registra Fecha de tamizaje cáncer de cuello uterino, el sexo debe ser F;Variables 10, 87;
;;;1;N;;;Validar que si la variable 87 <> 1845-01-01, la edad calculada debe ser >= 10 años;Error070;Si registra Fecha de tamizaje cáncer de cuello uterino, la edad debe ser mayor o igual a 10 años;Variable 87, Edad calculada;
;;;1;N;;;Gerenar error cuando variable 87 > Fecha de corte;Error147;Fecha de tamizaje cáncer de cuello uterino es mayor a la fecha de corte;Variable 87, Fecha de corte;
;;;1;N;;;Generar error si la fecha registrada en la variable 87 <= la fecha registrada en la variable 9 (excepto comodines);Error197;Fecha de tamizaje cáncer de cuello uterinoa es menor a la fecha de nacimiento;Variables 9, 87;
;;;1;N;;;Validar comodines;Error407;Comodín inválido - Fecha de tamizaje cáncer de cuello uterino;Variables 87;
88;Ca cervix;Resultado tamizaje cáncer de cuello uterino;3;N;"Resultado citología cérvico uterina
Escamosas:
1  - ASC-US (células escamosas atípicas de significado indeterminado)
2  - ASC-H (células escamosas atípicas, de significado indeterminado sugestivo de LEI de alto grado)
3  - Lesión intraepitelial escamosa (LEI) de bajo grado- HPV (NIC I) (LEI BG)
4  - Lesión intraepitelial escamosa (LEI) de alto grado (NIC II-III CA INSITU) (LEI AG)
5  - Lesión intraepitelial escamosa de alto grado sospechosa de infiltración
6  - Carcinoma de células escamosas (Escamocelular)
Glandulares:
7  - Células endocervicales atípicas sin ningún otro significado
8  - Células endometriales atípicas sin ningún otro significado
9  - Células glandulares atípicas sin ningún otro significado
10 - Células endocervicales atípicas sospechosas de neoplasia
11 - Células endometriales atípicas sospechosas de neoplasia
12 - Células glandulares atípicas sospechosas de neoplasia
13 - Adenocarcinoma endocervical in situ
14 - Adenocarcinoma endocervical
15 - Adenocarcinoma endometrial
16 - Otras neoplasias
17 - Negativa para lesión intraepitelial o neoplasia
18 - Inadecuada para lectura

Resultado para prueba AND-VPH ó inspección visual
19 - Positivo 
20 - Negativo

21 -Riesgo no evaluado
0  -No aplica";"La opción 0 se usa en población no sujeto de la actividad: sexo masculino y mujeres menores de 10 años.

La opción 21 se usa en población sujeto cuando:
-No está reportando la actividad.
-No se tiene información a cerca de la realización del tamizaje o cuando se sabe de la realización, pero se desconoce la fecha en que se realizó.

En el caso en que el reporte de la citología determine una lesión de células escamosas y otra de células glandulares, se deberá realizar el reporte con el dato del tipo de lesión glandular.

";"Validar que si la variable 88 <> 0, la edad calculada debe ser >= 10 años
";Error072;Si registra Resultado tamizaje de cáncer de cuello uterino, la edad debe ser mayor o igual a 10 años;Variable 88, Edad calculada;
;;;;;;;"Validar que si la variable 88 <> 0, la variable 10 debe registrar F
";Error073;Si registra Resultado tamizaje de cáncer de cuello, el sexo debe ser F;Variables 10, 88;
;;;;;;;Validar contenido de fecha en la variable 88;Error433;contenido en el campo resultado de tamizaje cáncer de cuello uterino no válido;Variable 88;
;;;1;N;;;Generar error si la variable 88 registra valor <> 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20 ó 21;Error616;Error en valores permitidos -  Resultado tamizaje de cáncer de cuello;Variable 88;
89;Ca cervix;Calidad en la muestra de citología cervicouterina;3;N;"0 -No aplica
1 -Satisfactoria Zona de Transformación Presente
2 -Satisfactoria Zona de Transformación Ausente
3 -Insatisfactoria
4 -Rechazada
Si no tiene el dato registrar 999.";"La opción 0 se usa en población no sujeto de la actividad: sexo masculino, mujeres menores de 10 años y mujeres con edad mayor o igual a 10 años a las que no se está reportando citología cervicouterina.

La opción 999 se usa en mujeres con edad mayor o igual a 10 años a las que se está reportando citología cervicouterina, pero no se tiene información a cerca de la realización del tamizaje o se sabe de la realización pero se desconoce la fecha.";Generar error si la variable 89 =(1 ó 2 ó 3) Y (la variable 88 < 1 ó la variable 88 > 18) ;Error354;Si registra calidad de la muestra, debe registrar resultado de citología;Variables 88, 89;
;;;;;;;Generar error si la variable 89 = 4 Y la variable 88 <> 18;Error615;Si registra calidad de la muestra es insatisfactoria, el resultado de citología es insatisfactorio para la lectura;Variables 88, 89;
;;;;;;;Generar error si la variable 89 = 1, 2, 3, 4 ó 999  Y la edad calculada < 10 años;Error074;Si registra Calidad en la Muestra de Citología Cervicouterina, la edad debe ser mayor o igual a 10 años;Variable 89, Edad calculada;
;;;1;N;;;Validar que si la variable 89  <> 0, la variable 10 debe ser = F;Error075;Si registra Calidad en la Muestra de Citología Cervicouterina, el sexo debe ser F;Variables 10, 89;
90;Ca cervix;Código de habilitación IPS donde se realiza  tamizaje cáncer de cuello uterino;12;N;"Tabla REPS (Registro Especial de Prestadores de Servicios de Salud). 
Si no tiene el dato registrar 999.
Si no aplica registrar 0.";"La opción 999 se usa:
-Cuando se desconoce el dato
-Cuando el código de la IPS aún no se encuentra actualizado en el REPS.

La opción 0 se usa en población no sujeto de la actividad: sexo masculino, mujeres menores de 10 años y mujeres con edad mayor o igual a 10 años a las que no se está reportando tamizaje de cáncer de cuello uterino.";Validar que el código registrado en la variable 90 se encuentre en el REPS del MSPS;Error022;La IPS de tamizaje cáncer de cuello uterino no existe;Variable 90, tabla REPS;
;;;;;;;Validar que si la variable 90 <> 0, la edad calculada debe ser mayor a 10 años;Error076;Si registra IPS de tamizaje de cáncer de cuello uterino, la edad debe ser mayor a 10 años;Variable 90, Edad calculada;
;;;;;;;Validar que si la variable 90 <> 0, la variable 10 debe registrar F;Error077;Si registra IPS de tamizaje de cáncer de cuello uterino, el sexo debe ser F;Variables 10, 90;
;;;12;N;;;Validar que si la variable 89 = 1,2,3 ó 4, la variable 90 debe registrar valor <> 0 ó 999;Error355;Si registra Código de habilitación IPS tamizaje cáncer de cuello uterino, debe registrar calidad de la muestra;Variables 89, 90;
91;Ca cervix;Fecha de colposcopia;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"La opción 1800-01-01 se usa en población sujeto cuando:
-No está reportando la actividad.
-No se tiene información a cerca de la realización del tamizaje o cuando se sabe de la realización, pero se desconoce la fecha en que se realizó.

La opción 1845-01-01 se usa: 
-Sexo masculino y mujeres menores de 10 años.
-Mujeres de 10 o más años de edad a las que no se realizó el tamizaje de cáncer de cuello uterino, o a las reportadas con resultado negativo o normal del tamizaje reportado en el periodo, o con muestra rechazada";Generar error cuando la variable 91 <> 1845-01-01 Y la edad calculada < 10 años;Error078;Si registra Fecha Colposcopia, la edad debe ser mayor o igual a 10 años;Variable 91, Edad calculada;
;;;1;N;;;Validar que si la variable 90 <> 1845-01-01, la variable 10 debe registrar F;Error079;Si registra Fecha Colposcopia, el sexo debe ser Femenino;Variables 10, 91;
;;;1;N;;;Gerenar error cuando variable 91 > Fecha de corte;Error148;Fecha colposcopia es mayor a la fecha de corte;Variable 91, Fecha de corte;
;;;1;N;;;La fecha registrada en la variable 91 debe ser > la fecha registrada en la variable 9 (excepto comodines);Error198;Fecha colposcopia es menor a la fecha de nacimiento;Variables 9, 91;
;;;;;;;Validar contenido de fecha en la variable 91;Error434;contenido en el campo FechaColposcopia no válido;Variables 91;
;;;1;N;;;Validar comodines;Error408;Comodín inválido - Fecha colposcopia;Variables 91;
92;Riesgo cardiovascular y metabólico;Resultado de LDL;12;N;"Registre el dato reportado por el laboratorio (máximo 3 enteros y 4 decimales).
Riesgo no evaluado registre 998.
Si no aplica registre 0.";"Registre el resultado del tamizaje realizado a población de 18 a 29 años con riesgo identificado y a partir de los 29 años una vez cada 5 años. Registro opcional para el resto de la población.

La opción 998 se usa cuando reporta población sujeto, pero:
-No reporta el tamizaje.
-No se tiene información con respecto a la realizacióne o sabe de la realización, pero se desconoce la fecha.";Generar error si la variable 72 > 1900-01-01 Y ( la variable 92 = 0 ó  la variable 92 >= 998);Error617;Si registra Fecha válida en Fecha de toma LDL, debe registrar Resultado de LDL;Variables 72, 92;
;;;;;;;Generar error cuando (la variable 72 = (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01) Y la variable 92 <> 998) ó  (la variable la variable 92 = 998 Y la variable 72 <> (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01)) ;Error618;Si registró 1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01 en Fecha de toma LDL, registre 998 en Resultado de LDL y viceversa;Variables 72, 92, Edad calculada;
;;;12;N;;;Generar error si la variable 72 = 1845-01-01 Y (la variable 92 <> 0 ó la edad calculada >= 29 años);Error619;Registre no aplica en Fecha de toma de LDL y Resultado de LDL, a los menores de 29 años sin riesgo cardiovascular identificado;Variables 72, 92, Edad calculada;
93;Ca cervix;Fecha de biopsia cervicouterina;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"La opción 1800-01-01 se usa en población sujeto cuando:
-No está reportando la actividad.
-No se tiene información a cerca de la realización del tamizaje o cuando se sabe de la realización, pero se desconoce la fecha en que se realizó.

La opción 1845-01-01 se usa: 
-Sexo masculino y mujeres menores de 10 años.
-Mujeres de 10 o más años de edad a las que no se realizó el tamizaje de cáncer de cuello uterino, o a las reportadas con resultado negativo o normal del tamizaje reportado en el periodo, o con muestra rechazada";"Validar que si la variable 93 <> 1845-01-01, la variable 10 debe registrar F
";Error083;Si registra Fecha biopsia cervicouterina, el sexo debe ser Femenino;Variables 10, 93;
;;;1;N;;;"Validar que si la variable 93 <> 1845-01-01, la edad calculada debe ser mayor a 10 años
";Error082;Si registra Fecha biopsia cervicouterina, la edad debe ser mayor a 10 años;Variable 93, Edad calculada;
;;;1;N;;;Gerenar error cuando variable 93 > Fecha de corte;Error149;Fecha biopsia cervicouterina es mayor a la fecha de corte;Variable 93, Fecha de corte;
;;;1;N;;;Generar error si la fecha registrada en la variable 93 <= la fecha registrada en la variable 9 (excepto comodines);Error199;Fecha biopsia cervicouterina es menor a la fecha de nacimiento;Variables 9, 93;
;;;;;;;Validar contenido de fecha en la variable 93;Error435;contenido en el campo fecha biopsia cervicouterina no válido;Variable 93;
;;;1;N;;;Validar comodines;Error409;Comodín inválido - Fecha biopsia cervicouterina;Variable 93;
94;Ca cervix;Resultado de biopsia cervicouterina;3;N;"0 -No aplica
1 -Negativo para neoplasia 
3 -NIC de bajo grado (NIC I)
4 -NIC de alto grado: (NIC II - NIC III) 
5 -Neoplasia micro infiltrante: escamocelular o adenocarcinoma
6 -Neoplasia Infiltrante: escamocelular o adenocarcinoma
21-Riesgo no evaluado";"La opción 21 se usa en población sujeto cuando:
-No está reportando la actividad.
-No se tiene información a cerca de la realización del tamizaje o cuando se sabe de la realización, pero se desconoce la fecha en que se realizó.

La opción 0 se usa: 
-Sexo masculino y mujeres menores de 10 años.
-Mujeres de 10 o más años de edad a las que no se realizó el tamizaje de cáncer de cuello uterino, o a las reportadas con resultado negativo o normal del tamizaje reportado en el periodo.";Generar error si la variable 94 = (1 ó 3 ó 4 ó 5 ó 6) Y la variable 93 <= 1900-01-01;Error359;Si registra resultado de biopsia cervicouterina, debe registrar Fecha biopsia cervicouterina;Variables 93, 94;
;;;;;;;Generar error si la variable 94 registra valor <> 0, 1, 3, 4, 5, 6 ó 21;Error620;Error en valores permitidos - Resultado de biopsia cervicouterina;Variable 94;
;;;;;;;Generar error si la variable 94 = 0 Y la variable 93 <> 1845-01-01;Error621;Si Resultado de biopsia cervicouterina no aplica, el registro de Fecha biopsia cervicouterina tampoco aplica;Variables 93, 94;
;;;;;;;Generar error si la variable 94 = 21 Y la variable 93 <> (1800-01-01 ó 1805-01-01 ó 1810-01-01 ó 1825-01-01 ó 1830-01-01 ó 1835-01-01);Error622;Se registra riesgo no evaluado en Resultado biopsia cervicouterina es sin dato, debe registrar comodín asociado en Fecha de biopsia cervicouterina;Variables 93, 94;
;;;1;N;;;Generar error si la variable 94 = 1, 3, 4, 5, 6 ó 21 Y la edad calcuada  < = 10 años;Error084;Si registra Resultado de biopsia cervicouterina, la edad debe ser mayor a 10 años;Variable 94, Edad calculada;
;;;1;N;;;Validar que si la variable 94 <> 0, la variable 10 debe registrar F;Error085;Si registra Resultado de Biopsia Cervical, el sexo debe ser Femenino;Variables 10, 94;
95;Riesgo cardiovascular y metabólico;Resultado de HDL;12;N;"Registre el dato reportado por el laboratorio (máximo 3 enteros y 4 decimales).
Riesgo no evaluado registrar 998.
Si no aplica registre 0.";"Registre el resultado del tamizaje realizado a población de 18 a 29 años con riesgo identificado y a partir de los 29 años una vez cada 5 años. Registro opcional para el resto de la población.

La opción 998 se usa cuando reporta población sujeto, pero:
-No reporta el tamizaje.
-No se tiene información con respecto a la realizacióne o sabe de la realización, pero se desconoce la fecha.";Generar error si la variable 111 > 1900-01-01 Y (la variable 95 = 0 ó  la variable 95 >= 998);Error623;Si registra fecha válida en Fecha de toma HDL, debe registrar Resultado de HDL;Variables 95, 111;
;;;;;;;Generar error cuando (la variable 111 = (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01) Y la variable 95 <> 998) ó  (la variable la variable 95 = 998 Y la variable 111 <> (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01)) ;Error624;Si registró 1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01 en Fecha de toma HDL, registre 998 en Resultado de HDL y viceversa;Variables 95, 111, Edad calculada;
;;;;;;;Generar error si la variable 111 = 1845-01-01 Y (la variable 95 <> 0 ó la edad calculada >= 29 años);Error625;Registre no aplica en Fecha de toma HDL y Resultado de HDL, a los menores de 29 años sin riesgo cardiovascular identificado;Variables 95, 111, Edad calculada;
96;Ca mama;Fecha de toma de mamografía;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registro obligatorio en las mujeres mayores de 50 años. Registro opcional en mujeres de 35 a 49 años.

Cuando se sabe de la realización de la actividad, pero no se tiene exactitud de la fecha, registre la opción 1800-01-01.

La opción 1845-01-01 se usa en población no sujeto de la actividad: sexo masculino, mujeres menores de 35 años o mujeres de 35 hasta 49 años de edad que no tienen riesgo identificado.";Generar error si la variable 96 <> 1845-01-01 Y la edad calculada < 35 años;Error088;"Registre ""No aplica"" en la Fecha de mamografía, si la edad es menor a 35 años";Variable 96, Edad calculada;
;;;1;N;;;"Validar que si la variable 96 <> 1845-01-01 la variable 10 debe registrar F
";Error089;Si registra una fecha válida o un comodín en la Fecha de mamografía, el sexo debe ser Femenino;Variables 10, 96;
;;;1;N;;;Generar error cuando variable 96 > Fecha de corte;Error150;Fecha de mamografía es mayor a la fecha de corte;Variable 96, Fecha de corte;
;;;1;N;;;Generar error si la fecha registrada en la variable 96 <= la fecha registrada en la variable 9 (excepto comodines);Error200;Fecha de mamografía es menor a la fecha de nacimiento;Variables 9, 96;
;;;1;N;;;Validar comodines;Error410;Comodín inválido - Fecha de mamografía;Variable 96;
;;;;;;;Validar contenido de fecha en la variable 96;Error436;contenido en el campo FechaMamografia no válido;Variable 96;
;;;1;N;;;Generar error si la variable 10 = F Y variable 96 = 1845-01-01 Y la edad calculada >= 50 años;Error362;"Si es mujer mayor o igual de 50 años, no es válido registrar ""no aplica"" para mamografía";Variable 96, Edad calculada;
